Tanggal,Cabang,Nama Produk,Harga per Produk,Jumlah Terjual,is_weekday
2024-09-18,Cafe Perumahan Cijantung,Cafe Latte,23000,71,True
2024-08-29,Cafe Kantor SCBD,Americano,20000,150,True
2024-09-09,Cafe Perumahan Cijantung,Cappuccino,22000,57,True
2024-10-15,Cafe Perumahan Tebet,Americano,20000,56,True
2024-10-09,Cafe Kantor SCBD,Cafe Latte,23000,276,True
2024-09-26,Cafe Mall Kokas,Americano,20000,228,True
2024-09-24,Cafe Kantor SCBD,Cappuccino,22000,54,True
2024-10-24,Cafe Perumahan Tebet,Cafe Latte,23000,96,True
2024-09-16,Cafe Mall Kokas,Cafe Latte,23000,180,True
2024-09-09,Cafe Mall Kokas,Cappuccino,22000,45,True
2024-10-04,Cafe Kantor SCBD,Americano,20000,51,True
2024-10-25,Cafe Kantor SCBD,Cappuccino,22000,36,True
2024-09-01,Cafe Mall Kokas,Cafe Latte,23000,42,False
2024-10-21,Cafe Mall Kokas,Cappuccino,22000,84,True
2024-10-21,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,60,True
2024-10-02,Cafe Perumahan Cijantung,Americano,20000,56,True
2024-09-07,Cafe Perumahan Tebet,Milk Tea,21000,26,False
2024-09-28,Cafe Mall Kokas,Milk Tea,21000,69,False
2024-08-30,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,31,True
2024-10-09,Cafe Kantor SCBD,Milk Tea,21000,54,True
2024-10-10,Cafe Kantor SCBD,Milk Tea,21000,195,True
2024-10-24,Cafe Kantor SCBD,Cafe Latte,23000,228,True
2024-10-06,Cafe Mall Kokas,Milk Tea,21000,40,False
2024-08-27,Cafe Perumahan Tebet,Cappuccino,22000,50,True
2024-09-26,Cafe Mall Kokas,Cappuccino,22000,135,True
2024-10-09,Cafe Kantor SCBD,Americano,20000,264,True
2024-10-17,Cafe Perumahan Tebet,Americano,20000,49,True
2024-09-15,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,18,False
2024-09-06,Cafe Kantor SCBD,Milk Tea,21000,135,True
2024-09-23,Cafe Kantor SCBD,Cafe Latte,23000,273,True
2024-09-16,Cafe Perumahan Cijantung,Americano,20000,49,True
2024-09-04,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,50,True
2024-09-15,Cafe Perumahan Cijantung,Americano,20000,20,False
2024-09-04,Cafe Mall Kokas,Milk Tea,21000,189,True
2024-09-12,Cafe Kantor SCBD,Cappuccino,22000,294,True
2024-09-26,Cafe Kantor SCBD,Cafe Latte,23000,231,True
2024-09-08,Cafe Kantor SCBD,Cafe Latte,23000,46,False
2024-08-31,Cafe Mall Kokas,Cappuccino,22000,36,False
2024-09-26,Cafe Mall Kokas,Milk Tea,21000,252,True
2024-09-29,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,70,False
2024-10-10,Cafe Perumahan Cijantung,Cafe Latte,23000,63,True
2024-09-23,Cafe Perumahan Tebet,Cafe Latte,23000,69,True
2024-10-09,Cafe Kantor SCBD,Americano,20000,300,True
2024-09-25,Cafe Mall Kokas,Milk Tea,21000,204,True
2024-09-26,Cafe Perumahan Cijantung,Cappuccino,22000,57,True
2024-10-12,Cafe Mall Kokas,Americano,20000,91,False
2024-09-11,Cafe Mall Kokas,Americano,20000,87,True
2024-10-20,Cafe Mall Kokas,Americano,20000,59,False
2024-08-29,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,204,True
2024-09-08,Cafe Perumahan Tebet,Cafe Latte,23000,90,False
2024-09-09,Cafe Perumahan Cijantung,Americano,20000,72,True
2024-08-31,Cafe Kantor SCBD,Cappuccino,22000,64,False
2024-09-30,Cafe Perumahan Tebet,Cappuccino,22000,70,True
2024-10-24,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,25,True
2024-09-03,Cafe Kantor SCBD,Milk Tea,21000,267,True
2024-09-11,Cafe Perumahan Cijantung,Cafe Latte,23000,42,True
2024-09-30,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,111,True
2024-10-04,Cafe Mall Kokas,Cafe Latte,23000,231,True
2024-10-06,Cafe Perumahan Cijantung,Americano,20000,100,False
2024-10-03,Cafe Perumahan Tebet,Milk Tea,21000,96,True
2024-09-07,Cafe Mall Kokas,Cappuccino,22000,89,False
2024-10-15,Cafe Perumahan Cijantung,Cappuccino,22000,34,True
2024-10-11,Cafe Kantor SCBD,Milk Tea,21000,63,True
2024-10-03,Cafe Perumahan Tebet,Cafe Latte,23000,42,True
2024-08-29,Cafe Kantor SCBD,Cafe Latte,23000,156,True
2024-10-22,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,123,True
2024-09-03,Cafe Perumahan Tebet,Milk Tea,21000,60,True
2024-09-26,Cafe Perumahan Cijantung,Americano,20000,83,True
2024-09-24,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,114,True
2024-09-24,Cafe Kantor SCBD,Milk Tea,21000,183,True
2024-10-16,Cafe Perumahan Cijantung,Americano,20000,27,True
2024-09-05,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,237,True
2024-10-16,Cafe Mall Kokas,Americano,20000,138,True
2024-09-01,Cafe Kantor SCBD,Cafe Latte,23000,22,False
2024-09-04,Cafe Perumahan Tebet,Cafe Latte,23000,60,True
2024-09-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,96,True
2024-10-03,Cafe Kantor SCBD,Milk Tea,21000,129,True
2024-10-12,Cafe Mall Kokas,Milk Tea,21000,32,False
2024-08-28,Cafe Mall Kokas,Cappuccino,22000,114,True
2024-09-26,Cafe Kantor SCBD,Milk Tea,21000,63,True
2024-08-29,Cafe Perumahan Cijantung,Cafe Latte,23000,36,True
2024-09-03,Cafe Mall Kokas,Cafe Latte,23000,204,True
2024-09-06,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,105,True
2024-10-22,Cafe Kantor SCBD,Cappuccino,22000,69,True
2024-09-18,Cafe Mall Kokas,Cafe Latte,23000,165,True
2024-08-30,Cafe Mall Kokas,Cappuccino,22000,288,True
2024-10-14,Cafe Perumahan Tebet,Milk Tea,21000,11,True
2024-09-18,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,20,True
2024-09-29,Cafe Mall Kokas,Cappuccino,22000,78,False
2024-09-13,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,36,True
2024-09-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,28,True
2024-10-10,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,105,True
2024-09-19,Cafe Kantor SCBD,Cappuccino,22000,183,True
2024-10-19,Cafe Kantor SCBD,Cafe Latte,23000,56,False
2024-10-13,Cafe Kantor SCBD,Milk Tea,21000,76,False
2024-09-12,Cafe Kantor SCBD,Cafe Latte,23000,189,True
2024-10-24,Cafe Kantor SCBD,Americano,20000,234,True
2024-09-23,Cafe Kantor SCBD,Cafe Latte,23000,216,True
2024-09-19,Cafe Perumahan Tebet,Americano,20000,97,True
2024-09-30,Cafe Perumahan Tebet,Cafe Latte,23000,60,True
2024-09-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,13,True
2024-09-11,Cafe Perumahan Tebet,Cafe Latte,23000,71,True
2024-09-20,Cafe Mall Kokas,Cafe Latte,23000,171,True
2024-10-16,Cafe Mall Kokas,Cafe Latte,23000,171,True
2024-10-10,Cafe Mall Kokas,Milk Tea,21000,231,True
2024-10-23,Cafe Perumahan Cijantung,Milk Tea,21000,56,True
2024-10-08,Cafe Kantor SCBD,Americano,20000,288,True
2024-10-07,Cafe Kantor SCBD,Milk Tea,21000,135,True
2024-09-28,Cafe Mall Kokas,Cappuccino,22000,88,False
2024-10-22,Cafe Perumahan Cijantung,Cafe Latte,23000,41,True
2024-08-29,Cafe Perumahan Tebet,Milk Tea,21000,84,True
2024-08-31,Cafe Perumahan Tebet,Cappuccino,22000,192,False
2024-09-11,Cafe Kantor SCBD,Milk Tea,21000,105,True
2024-09-04,Cafe Mall Kokas,Milk Tea,21000,102,True
2024-10-05,Cafe Perumahan Tebet,Cappuccino,22000,100,False
2024-09-17,Cafe Kantor SCBD,Americano,20000,105,True
2024-09-03,Cafe Perumahan Tebet,Americano,20000,28,True
2024-10-06,Cafe Mall Kokas,Cafe Latte,23000,46,False
2024-08-27,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,48,True
2024-09-28,Cafe Perumahan Tebet,Milk Tea,21000,190,False
2024-10-20,Cafe Kantor SCBD,Milk Tea,21000,51,False
2024-10-20,Cafe Perumahan Cijantung,Cappuccino,22000,68,False
2024-09-23,Cafe Kantor SCBD,Americano,20000,84,True
2024-09-13,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,285,True
2024-10-04,Cafe Kantor SCBD,Cafe Latte,23000,204,True
2024-10-15,Cafe Perumahan Tebet,Cappuccino,22000,96,True
2024-10-17,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,13,True
2024-09-27,Cafe Mall Kokas,Americano,20000,207,True
2024-10-16,Cafe Perumahan Cijantung,Cafe Latte,23000,13,True
2024-10-06,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,134,False
2024-10-02,Cafe Perumahan Tebet,Cappuccino,22000,43,True
2024-09-29,Cafe Perumahan Cijantung,Cafe Latte,23000,190,False
2024-09-23,Cafe Mall Kokas,Milk Tea,21000,282,True
2024-09-23,Cafe Mall Kokas,Cappuccino,22000,111,True
2024-10-05,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,20,False
2024-10-15,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,27,True
2024-10-11,Cafe Perumahan Cijantung,Cappuccino,22000,52,True
2024-10-12,Cafe Mall Kokas,Americano,20000,92,False
2024-09-19,Cafe Perumahan Tebet,Milk Tea,21000,90,True
2024-09-20,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,231,True
2024-09-19,Cafe Perumahan Tebet,Americano,20000,68,True
2024-09-14,Cafe Perumahan Tebet,Cappuccino,22000,66,False
2024-09-21,Cafe Mall Kokas,Cafe Latte,23000,12,False
2024-09-12,Cafe Perumahan Cijantung,Americano,20000,63,True
2024-09-02,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,261,True
2024-10-06,Cafe Perumahan Tebet,Cafe Latte,23000,134,False
2024-10-13,Cafe Perumahan Tebet,Americano,20000,194,False
2024-09-24,Cafe Perumahan Cijantung,Cafe Latte,23000,78,True
2024-10-23,Cafe Perumahan Tebet,Cappuccino,22000,14,True
2024-09-25,Cafe Mall Kokas,Americano,20000,201,True
2024-10-09,Cafe Perumahan Tebet,Americano,20000,63,True
2024-10-25,Cafe Mall Kokas,Cafe Latte,23000,219,True
2024-08-29,Cafe Kantor SCBD,Milk Tea,21000,123,True
2024-10-03,Cafe Perumahan Tebet,Americano,20000,40,True
2024-10-17,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,192,True
2024-09-12,Cafe Mall Kokas,Cafe Latte,23000,225,True
2024-09-24,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,102,True
2024-09-08,Cafe Perumahan Tebet,Cafe Latte,23000,148,False
2024-09-07,Cafe Perumahan Cijantung,Cafe Latte,23000,62,False
2024-10-22,Cafe Kantor SCBD,Cafe Latte,23000,192,True
2024-09-12,Cafe Mall Kokas,Americano,20000,261,True
2024-09-29,Cafe Kantor SCBD,Americano,20000,85,False
2024-09-22,Cafe Mall Kokas,Americano,20000,77,False
2024-10-19,Cafe Perumahan Cijantung,Milk Tea,21000,132,False
2024-09-25,Cafe Mall Kokas,Cappuccino,22000,120,True
2024-09-10,Cafe Mall Kokas,Cappuccino,22000,117,True
2024-10-23,Cafe Perumahan Cijantung,Cafe Latte,23000,78,True
2024-10-23,Cafe Perumahan Tebet,Americano,20000,53,True
2024-09-01,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,28,False
2024-09-23,Cafe Perumahan Tebet,Cappuccino,22000,29,True
2024-10-25,Cafe Perumahan Tebet,Americano,20000,60,True
2024-10-18,Cafe Perumahan Cijantung,Cafe Latte,23000,98,True
2024-10-06,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,39,False
2024-09-04,Cafe Perumahan Cijantung,Cappuccino,22000,34,True
2024-10-04,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,73,True
2024-09-24,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,252,True
2024-09-02,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,264,True
2024-10-08,Cafe Mall Kokas,Cappuccino,22000,246,True
2024-09-20,Cafe Kantor SCBD,Milk Tea,21000,93,True
2024-09-04,Cafe Mall Kokas,Americano,20000,54,True
2024-09-25,Cafe Perumahan Cijantung,Americano,20000,21,True
2024-10-13,Cafe Perumahan Tebet,Americano,20000,60,False
2024-09-14,Cafe Mall Kokas,Cafe Latte,23000,75,False
2024-10-04,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,291,True
2024-09-14,Cafe Perumahan Tebet,Cappuccino,22000,70,False
2024-09-01,Cafe Kantor SCBD,Cappuccino,22000,100,False
2024-09-03,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,288,True
2024-10-06,Cafe Perumahan Tebet,Cappuccino,22000,132,False
2024-09-01,Cafe Perumahan Cijantung,Milk Tea,21000,76,False
2024-10-14,Cafe Kantor SCBD,Americano,20000,231,True
2024-09-04,Cafe Perumahan Cijantung,Cafe Latte,23000,66,True
2024-09-17,Cafe Perumahan Tebet,Americano,20000,55,True
2024-10-09,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,64,True
2024-09-29,Cafe Perumahan Tebet,Milk Tea,21000,38,False
2024-10-03,Cafe Perumahan Cijantung,Milk Tea,21000,25,True
2024-09-03,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,261,True
2024-09-23,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,22,True
2024-10-23,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,240,True
2024-10-08,Cafe Mall Kokas,Cafe Latte,23000,198,True
2024-09-11,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,97,True
2024-09-27,Cafe Mall Kokas,Milk Tea,21000,297,True
2024-10-17,Cafe Kantor SCBD,Cappuccino,22000,207,True
2024-10-03,Cafe Kantor SCBD,Milk Tea,21000,78,True
2024-09-01,Cafe Kantor SCBD,Americano,20000,54,False
2024-10-05,Cafe Kantor SCBD,Cappuccino,22000,38,False
2024-10-06,Cafe Kantor SCBD,Cafe Latte,23000,87,False
2024-10-07,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,135,True
2024-08-29,Cafe Mall Kokas,Cafe Latte,23000,87,True
2024-10-06,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,40,False
2024-10-18,Cafe Perumahan Tebet,Cappuccino,22000,35,True
2024-09-22,Cafe Mall Kokas,Milk Tea,21000,57,False
2024-10-11,Cafe Perumahan Tebet,Americano,20000,11,True
2024-10-15,Cafe Perumahan Cijantung,Milk Tea,21000,14,True
2024-09-01,Cafe Perumahan Cijantung,Milk Tea,21000,152,False
2024-09-11,Cafe Perumahan Tebet,Cappuccino,22000,32,True
2024-09-08,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,89,False
2024-09-01,Cafe Perumahan Tebet,Cafe Latte,23000,42,False
2024-09-20,Cafe Perumahan Tebet,Cappuccino,22000,98,True
2024-09-17,Cafe Kantor SCBD,Cappuccino,22000,156,True
2024-09-09,Cafe Perumahan Cijantung,Milk Tea,21000,56,True
2024-09-06,Cafe Kantor SCBD,Cafe Latte,23000,114,True
2024-09-25,Cafe Mall Kokas,Cappuccino,22000,144,True
2024-10-25,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,189,True
2024-08-29,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,72,True
2024-09-09,Cafe Mall Kokas,Milk Tea,21000,117,True
2024-09-10,Cafe Mall Kokas,Milk Tea,21000,210,True
2024-09-09,Cafe Kantor SCBD,Cafe Latte,23000,177,True
2024-10-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,70,True
2024-09-29,Cafe Kantor SCBD,Milk Tea,21000,25,False
2024-08-31,Cafe Perumahan Tebet,Cafe Latte,23000,160,False
2024-10-14,Cafe Perumahan Cijantung,Americano,20000,39,True
2024-09-21,Cafe Mall Kokas,Cappuccino,22000,34,False
2024-09-11,Cafe Kantor SCBD,Cappuccino,22000,63,True
2024-08-29,Cafe Perumahan Cijantung,Milk Tea,21000,50,True
2024-10-07,Cafe Perumahan Cijantung,Cappuccino,22000,20,True
2024-09-21,Cafe Perumahan Cijantung,Cappuccino,22000,134,False
2024-09-23,Cafe Perumahan Cijantung,Milk Tea,21000,18,True
2024-09-02,Cafe Mall Kokas,Americano,20000,108,True
2024-10-22,Cafe Kantor SCBD,Cafe Latte,23000,222,True
2024-09-02,Cafe Kantor SCBD,Cappuccino,22000,180,True
2024-10-17,Cafe Mall Kokas,Americano,20000,246,True
2024-10-23,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,192,True
2024-09-20,Cafe Kantor SCBD,Cafe Latte,23000,162,True
2024-08-30,Cafe Kantor SCBD,Milk Tea,21000,210,True
2024-09-11,Cafe Perumahan Cijantung,Milk Tea,21000,35,True
2024-08-29,Cafe Kantor SCBD,Cafe Latte,23000,201,True
2024-10-08,Cafe Mall Kokas,Americano,20000,267,True
2024-10-17,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,35,True
2024-09-13,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,189,True
2024-09-25,Cafe Perumahan Cijantung,Cafe Latte,23000,52,True
2024-10-15,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,249,True
2024-10-06,Cafe Kantor SCBD,Cappuccino,22000,52,False
2024-09-28,Cafe Perumahan Cijantung,Milk Tea,21000,146,False
2024-09-10,Cafe Mall Kokas,Americano,20000,285,True
2024-09-21,Cafe Perumahan Tebet,Milk Tea,21000,112,False
2024-09-24,Cafe Kantor SCBD,Americano,20000,36,True
2024-09-30,Cafe Perumahan Tebet,Americano,20000,19,True
2024-10-04,Cafe Mall Kokas,Americano,20000,249,True
2024-09-28,Cafe Kantor SCBD,Cappuccino,22000,73,False
2024-08-29,Cafe Kantor SCBD,Cafe Latte,23000,297,True
2024-09-22,Cafe Kantor SCBD,Cafe Latte,23000,68,False
2024-09-26,Cafe Kantor SCBD,Cafe Latte,23000,270,True
2024-09-08,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,84,False
2024-09-09,Cafe Perumahan Cijantung,Americano,20000,35,True
2024-09-13,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,46,True
2024-09-12,Cafe Perumahan Cijantung,Milk Tea,21000,20,True
2024-09-25,Cafe Kantor SCBD,Cafe Latte,23000,159,True
2024-10-14,Cafe Perumahan Tebet,Milk Tea,21000,64,True
2024-09-12,Cafe Perumahan Cijantung,Cappuccino,22000,90,True
2024-10-20,Cafe Kantor SCBD,Cappuccino,22000,16,False
2024-10-10,Cafe Mall Kokas,Americano,20000,105,True
2024-09-25,Cafe Kantor SCBD,Americano,20000,30,True
2024-10-02,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,37,True
2024-09-14,Cafe Kantor SCBD,Americano,20000,99,False
2024-09-15,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,192,False
2024-08-31,Cafe Perumahan Cijantung,Milk Tea,21000,146,False
2024-10-16,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,126,True
2024-09-08,Cafe Perumahan Tebet,Cappuccino,22000,172,False
2024-09-21,Cafe Perumahan Cijantung,Cappuccino,22000,140,False
2024-09-26,Cafe Mall Kokas,Cappuccino,22000,51,True
2024-10-02,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,73,True
2024-10-23,Cafe Perumahan Cijantung,Cappuccino,22000,63,True
2024-09-14,Cafe Perumahan Tebet,Milk Tea,21000,174,False
2024-09-24,Cafe Perumahan Tebet,Americano,20000,48,True
2024-09-03,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,89,True
2024-08-29,Cafe Kantor SCBD,Cafe Latte,23000,231,True
2024-09-19,Cafe Perumahan Tebet,Cafe Latte,23000,48,True
2024-10-07,Cafe Perumahan Tebet,Americano,20000,77,True
2024-09-23,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,120,True
2024-09-25,Cafe Perumahan Cijantung,Americano,20000,53,True
2024-09-11,Cafe Mall Kokas,Cafe Latte,23000,156,True
2024-10-02,Cafe Kantor SCBD,Cappuccino,22000,267,True
2024-09-14,Cafe Mall Kokas,Milk Tea,21000,72,False
2024-09-10,Cafe Perumahan Cijantung,Cappuccino,22000,31,True
2024-10-12,Cafe Perumahan Cijantung,Cappuccino,22000,52,False
2024-09-23,Cafe Perumahan Tebet,Milk Tea,21000,59,True
2024-08-30,Cafe Mall Kokas,Cafe Latte,23000,150,True
2024-10-04,Cafe Perumahan Tebet,Cappuccino,22000,59,True
2024-09-02,Cafe Kantor SCBD,Milk Tea,21000,210,True
2024-09-30,Cafe Perumahan Tebet,Milk Tea,21000,82,True
2024-09-30,Cafe Mall Kokas,Milk Tea,21000,204,True
2024-09-08,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,73,False
2024-10-21,Cafe Kantor SCBD,Cafe Latte,23000,267,True
2024-09-27,Cafe Perumahan Tebet,Americano,20000,14,True
2024-10-04,Cafe Kantor SCBD,Milk Tea,21000,291,True
2024-10-17,Cafe Perumahan Cijantung,Cafe Latte,23000,28,True
2024-10-23,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,27,True
2024-09-07,Cafe Mall Kokas,Cappuccino,22000,35,False
2024-09-23,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,20,True
2024-09-22,Cafe Perumahan Cijantung,Cappuccino,22000,50,False
2024-09-07,Cafe Perumahan Tebet,Americano,20000,88,False
2024-09-16,Cafe Kantor SCBD,Americano,20000,234,True
2024-10-02,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,64,True
2024-10-19,Cafe Perumahan Tebet,Cafe Latte,23000,96,False
2024-09-07,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,42,False
2024-10-15,Cafe Kantor SCBD,Milk Tea,21000,51,True
2024-10-21,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,91,True
2024-10-11,Cafe Kantor SCBD,Cappuccino,22000,144,True
2024-10-20,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,32,False
2024-09-20,Cafe Perumahan Tebet,Milk Tea,21000,25,True
2024-09-28,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,142,False
2024-09-20,Cafe Kantor SCBD,Americano,20000,171,True
2024-09-28,Cafe Mall Kokas,Cappuccino,22000,41,False
2024-08-31,Cafe Mall Kokas,Milk Tea,21000,11,False
2024-10-06,Cafe Perumahan Tebet,Cafe Latte,23000,96,False
2024-09-28,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,110,False
2024-09-18,Cafe Kantor SCBD,Milk Tea,21000,273,True
2024-10-07,Cafe Perumahan Tebet,Milk Tea,21000,66,True
2024-10-23,Cafe Mall Kokas,Cappuccino,22000,132,True
2024-09-14,Cafe Perumahan Cijantung,Americano,20000,80,False
2024-09-02,Cafe Perumahan Tebet,Cappuccino,22000,10,True
2024-09-14,Cafe Perumahan Cijantung,Cappuccino,22000,64,False
2024-09-21,Cafe Perumahan Cijantung,Americano,20000,50,False
2024-10-25,Cafe Mall Kokas,Americano,20000,108,True
2024-09-17,Cafe Perumahan Cijantung,Cappuccino,22000,72,True
2024-09-29,Cafe Perumahan Cijantung,Americano,20000,102,False
2024-10-22,Cafe Perumahan Cijantung,Americano,20000,62,True
2024-10-01,Cafe Kantor SCBD,Cappuccino,22000,42,True
2024-10-17,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,21,True
2024-10-18,Cafe Perumahan Tebet,Cappuccino,22000,59,True
2024-09-23,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,10,True
2024-09-25,Cafe Kantor SCBD,Americano,20000,207,True
2024-09-28,Cafe Perumahan Cijantung,Cappuccino,22000,54,False
2024-09-22,Cafe Kantor SCBD,Cafe Latte,23000,93,False
2024-10-06,Cafe Perumahan Cijantung,Milk Tea,21000,158,False
2024-09-24,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,68,True
2024-09-03,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,159,True
2024-10-24,Cafe Mall Kokas,Cappuccino,22000,177,True
2024-10-10,Cafe Mall Kokas,Americano,20000,90,True
2024-09-30,Cafe Mall Kokas,Cappuccino,22000,99,True
2024-09-19,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,144,True
2024-10-02,Cafe Perumahan Cijantung,Cappuccino,22000,22,True
2024-08-30,Cafe Perumahan Cijantung,Cappuccino,22000,56,True
2024-10-13,Cafe Perumahan Cijantung,Americano,20000,70,False
2024-09-17,Cafe Mall Kokas,Milk Tea,21000,255,True
2024-09-28,Cafe Kantor SCBD,Milk Tea,21000,27,False
2024-09-15,Cafe Kantor SCBD,Americano,20000,73,False
2024-09-17,Cafe Kantor SCBD,Milk Tea,21000,288,True
2024-09-27,Cafe Mall Kokas,Americano,20000,216,True
2024-08-30,Cafe Perumahan Tebet,Cappuccino,22000,15,True
2024-09-15,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,194,False
2024-10-18,Cafe Perumahan Tebet,Milk Tea,21000,93,True
2024-08-28,Cafe Perumahan Cijantung,Cafe Latte,23000,41,True
2024-09-03,Cafe Perumahan Cijantung,Cafe Latte,23000,60,True
2024-09-20,Cafe Mall Kokas,Americano,20000,270,True
2024-08-30,Cafe Perumahan Cijantung,Cappuccino,22000,39,True
2024-10-24,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,44,True
2024-09-09,Cafe Mall Kokas,Milk Tea,21000,120,True
2024-09-19,Cafe Perumahan Cijantung,Americano,20000,18,True
2024-10-17,Cafe Perumahan Cijantung,Cappuccino,22000,95,True
2024-09-18,Cafe Kantor SCBD,Cafe Latte,23000,186,True
2024-09-20,Cafe Kantor SCBD,Americano,20000,285,True
2024-08-31,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,39,False
2024-10-14,Cafe Perumahan Tebet,Americano,20000,19,True
2024-09-01,Cafe Mall Kokas,Milk Tea,21000,46,False
2024-10-07,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,20,True
2024-09-02,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,207,True
2024-09-30,Cafe Perumahan Cijantung,Americano,20000,48,True
2024-10-19,Cafe Perumahan Tebet,Cafe Latte,23000,30,False
2024-10-25,Cafe Mall Kokas,Cafe Latte,23000,111,True
2024-10-06,Cafe Mall Kokas,Cappuccino,22000,10,False
2024-09-07,Cafe Kantor SCBD,Cafe Latte,23000,60,False
2024-10-24,Cafe Kantor SCBD,Cappuccino,22000,66,True
2024-10-25,Cafe Perumahan Tebet,Milk Tea,21000,36,True
2024-09-09,Cafe Perumahan Cijantung,Cafe Latte,23000,100,True
2024-10-04,Cafe Perumahan Tebet,Cappuccino,22000,19,True
2024-09-30,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,180,True
2024-09-17,Cafe Perumahan Cijantung,Cafe Latte,23000,21,True
2024-09-17,Cafe Kantor SCBD,Cappuccino,22000,252,True
2024-09-03,Cafe Perumahan Cijantung,Milk Tea,21000,15,True
2024-09-01,Cafe Mall Kokas,Cappuccino,22000,91,False
